# time, 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, price
3.000000000000000000e+01, 3.281250000000000000e+00, 4.218750000000000000e+00, 1.828125000000000000e+00, 6.602246284484863281e+00
3.000000000000000000e+01, 1.828125000000000000e+01, 1.921875000000000000e+01, 3.281250000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.265625000000000000e+01, 2.343750000000000000e+00, 8.906250000000000000e-01, 7.447521686553955078e+00
3.000000000000000000e+01, 2.765625000000000000e+01, 1.734375000000000000e+01, 2.390625000000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.156250000000000000e+00, 2.484375000000000000e+01, 1.406250000000000000e-01, 4.561861991882324219e+00
3.000000000000000000e+01, 2.015625000000000000e+01, 9.843750000000000000e+00, 1.640625000000000000e+00, 2.123227715492248535e-02
3.000000000000000000e+01, 1.406250000000000000e+00, 2.109375000000000000e+01, 1.265625000000000000e+00, 8.421808242797851562e+00
3.000000000000000000e+01, 1.640625000000000000e+01, 6.093750000000000000e+00, 2.765625000000000000e+00, 3.882839918136596680e+00
3.000000000000000000e+01, 8.906250000000000000e+00, 1.359375000000000000e+01, 5.156250000000000000e-01, 8.483731746673583984e-01
3.000000000000000000e+01, 2.390625000000000000e+01, 2.859375000000000000e+01, 2.015625000000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.195312500000000000e+01, 1.335937500000000000e+01, 2.414062500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.695312500000000000e+01, 2.835937500000000000e+01, 9.140625000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 4.453125000000000000e+00, 2.085937500000000000e+01, 1.664062500000000000e+00, 5.414169788360595703e+00
3.000000000000000000e+01, 1.945312500000000000e+01, 5.859375000000000000e+00, 1.640625000000000000e-01, 3.861014842987060547e+00
3.000000000000000000e+01, 7.031250000000000000e-01, 2.460937500000000000e+01, 2.789062500000000000e+00, 9.275803565979003906e+00
3.000000000000000000e+01, 1.570312500000000000e+01, 9.609375000000000000e+00, 1.289062500000000000e+00, 2.209865897893905640e-01
3.000000000000000000e+01, 8.203125000000000000e+00, 2.109375000000000000e+00, 2.039062500000000000e+00, 7.794991493225097656e+00
3.000000000000000000e+01, 2.320312500000000000e+01, 1.710937500000000000e+01, 5.390625000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 6.328125000000000000e+00, 3.984375000000000000e+00, 1.476562500000000000e+00, 5.864435672760009766e+00
3.000000000000000000e+01, 2.132812500000000000e+01, 1.898437500000000000e+01, 2.976562500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.382812500000000000e+01, 2.648437500000000000e+01, 7.265625000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.882812500000000000e+01, 1.148437500000000000e+01, 2.226562500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.007812500000000000e+01, 1.523437500000000000e+01, 1.101562500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.507812500000000000e+01, 2.343750000000000000e-01, 2.601562500000000000e+00, 9.725860595703125000e+00
3.000000000000000000e+01, 2.578125000000000000e+00, 7.734375000000000000e+00, 3.515625000000000000e-01, 7.160507678985595703e+00
3.000000000000000000e+01, 1.757812500000000000e+01, 2.273437500000000000e+01, 1.851562500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.515625000000000000e+00, 1.992187500000000000e+01, 1.945312500000000000e+00, 6.379460334777832031e+00
3.000000000000000000e+01, 1.851562500000000000e+01, 4.921875000000000000e+00, 4.453125000000000000e-01, 4.825891971588134766e+00
3.000000000000000000e+01, 1.101562500000000000e+01, 1.242187500000000000e+01, 2.695312500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.601562500000000000e+01, 2.742187500000000000e+01, 1.195312500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.476562500000000000e+01, 1.171875000000000000e+00, 1.570312500000000000e+00, 8.686173439025878906e+00
3.000000000000000000e+01, 2.976562500000000000e+01, 1.617187500000000000e+01, 7.031250000000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 7.265625000000000000e+00, 2.367187500000000000e+01, 2.320312500000000000e+00, 2.666636705398559570e+00
3.000000000000000000e+01, 2.226562500000000000e+01, 8.671875000000000000e+00, 8.203125000000000000e-01, 1.112514615058898926e+00
3.000000000000000000e+01, 9.140625000000000000e+00, 2.929687500000000000e+01, 2.578125000000000000e-01, 5.888819098472595215e-01
3.000000000000000000e+01, 2.414062500000000000e+01, 1.429687500000000000e+01, 1.757812500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.640625000000000000e+00, 6.796875000000000000e+00, 1.007812500000000000e+00, 8.162127494812011719e+00
3.000000000000000000e+01, 1.664062500000000000e+01, 2.179687500000000000e+01, 2.507812500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.390625000000000000e+00, 1.054687500000000000e+01, 6.328125000000000000e-01, 4.375435829162597656e+00
3.000000000000000000e+01, 2.039062500000000000e+01, 2.554687500000000000e+01, 2.132812500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.289062500000000000e+01, 1.804687500000000000e+01, 1.382812500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.789062500000000000e+01, 3.046875000000000000e+00, 2.882812500000000000e+00, 6.941412925720214844e+00
3.000000000000000000e+01, 3.984375000000000000e+00, 2.789062500000000000e+01, 1.054687500000000000e+00, 5.822973728179931641e+00
3.000000000000000000e+01, 1.898437500000000000e+01, 1.289062500000000000e+01, 2.554687500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.148437500000000000e+01, 5.390625000000000000e+00, 3.046875000000000000e-01, 4.343443870544433594e+00
3.000000000000000000e+01, 2.648437500000000000e+01, 2.039062500000000000e+01, 1.804687500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.734375000000000000e+00, 9.140625000000000000e+00, 1.429687500000000000e+00, 2.109820365905761719e+00
3.000000000000000000e+01, 2.273437500000000000e+01, 2.414062500000000000e+01, 2.929687500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.343750000000000000e-01, 1.664062500000000000e+01, 6.796875000000000000e-01, 9.536265373229980469e+00
3.000000000000000000e+01, 1.523437500000000000e+01, 1.640625000000000000e+00, 2.179687500000000000e+00, 8.277679443359375000e+00
3.000000000000000000e+01, 1.335937500000000000e+01, 2.226562500000000000e+01, 2.742187500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.835937500000000000e+01, 7.265625000000000000e+00, 1.242187500000000000e+00, 2.560129642486572266e+00
3.000000000000000000e+01, 5.859375000000000000e+00, 1.476562500000000000e+01, 1.992187500000000000e+00, 4.040349960327148438e+00
3.000000000000000000e+01, 2.085937500000000000e+01, 2.976562500000000000e+01, 4.921875000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.109375000000000000e+00, 3.515625000000000000e+00, 2.367187500000000000e+00, 7.827543735504150391e+00
3.000000000000000000e+01, 1.710937500000000000e+01, 1.851562500000000000e+01, 8.671875000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 9.609375000000000000e+00, 2.601562500000000000e+01, 1.617187500000000000e+00, 2.532954514026641846e-01
3.000000000000000000e+01, 2.460937500000000000e+01, 1.101562500000000000e+01, 1.171875000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.054687500000000000e+01, 6.328125000000000000e+00, 5.859375000000000000e-01, 3.433359384536743164e+00
3.000000000000000000e+01, 2.554687500000000000e+01, 2.132812500000000000e+01, 2.085937500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.046875000000000000e+00, 2.882812500000000000e+01, 1.335937500000000000e+00, 6.788095474243164062e+00
3.000000000000000000e+01, 1.804687500000000000e+01, 1.382812500000000000e+01, 2.835937500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.796875000000000000e+00, 1.757812500000000000e+01, 2.109375000000000000e-01, 2.928072214126586914e+00
3.000000000000000000e+01, 2.179687500000000000e+01, 2.578125000000000000e+00, 1.710937500000000000e+00, 7.293796062469482422e+00
3.000000000000000000e+01, 1.429687500000000000e+01, 1.007812500000000000e+01, 9.609375000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.929687500000000000e+01, 2.507812500000000000e+01, 2.460937500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.171875000000000000e+00, 1.195312500000000000e+01, 1.523437500000000000e+00, 8.681553840637207031e+00
3.000000000000000000e+01, 1.617187500000000000e+01, 2.695312500000000000e+01, 2.343750000000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 8.671875000000000000e+00, 1.945312500000000000e+01, 2.273437500000000000e+00, 1.255732059478759766e+00
3.000000000000000000e+01, 2.367187500000000000e+01, 4.453125000000000000e+00, 7.734375000000000000e-01, 5.326679229736328125e+00
3.000000000000000000e+01, 1.242187500000000000e+01, 2.320312500000000000e+01, 1.898437500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.742187500000000000e+01, 8.203125000000000000e+00, 3.984375000000000000e-01, 1.540073633193969727e+00
3.000000000000000000e+01, 4.921875000000000000e+00, 7.031250000000000000e-01, 2.648437500000000000e+00, 9.261780738830566406e+00
3.000000000000000000e+01, 1.992187500000000000e+01, 1.570312500000000000e+01, 1.148437500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.960937500000000000e+00, 2.355468750000000000e+01, 2.824218750000000000e+00, 2.149981632828712463e-02
3.000000000000000000e+01, 2.496093750000000000e+01, 8.554687500000000000e+00, 1.324218750000000000e+00, 1.279130697250366211e+00
3.000000000000000000e+01, 2.460937500000000000e+00, 1.054687500000000000e+00, 2.074218750000000000e+00, 8.853161811828613281e+00
3.000000000000000000e+01, 1.746093750000000000e+01, 1.605468750000000000e+01, 5.742187500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 6.210937500000000000e+00, 1.230468750000000000e+01, 2.449218750000000000e+00, 3.734135866165161133e+00
3.000000000000000000e+01, 2.121093750000000000e+01, 2.730468750000000000e+01, 9.492187500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.371093750000000000e+01, 1.980468750000000000e+01, 1.699218750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.871093750000000000e+01, 4.804687500000000000e+00, 1.992187500000000000e-01, 4.919120311737060547e+00
3.000000000000000000e+01, 5.859375000000000000e-01, 1.792968750000000000e+01, 7.617187500000000000e-01, 9.192720413208007812e+00
3.000000000000000000e+01, 1.558593750000000000e+01, 2.929687500000000000e+00, 2.261718750000000000e+00, 6.996756076812744141e+00
3.000000000000000000e+01, 8.085937500000000000e+00, 1.042968750000000000e+01, 1.171875000000000000e-02, 1.619655132293701172e+00
3.000000000000000000e+01, 2.308593750000000000e+01, 2.542968750000000000e+01, 1.511718750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.183593750000000000e+01, 6.679687500000000000e+00, 1.136718750000000000e+00, 3.135709524154663086e+00
3.000000000000000000e+01, 2.683593750000000000e+01, 2.167968750000000000e+01, 2.636718750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.335937500000000000e+00, 2.917968750000000000e+01, 3.867187500000000000e-01, 5.406119346618652344e+00
3.000000000000000000e+01, 1.933593750000000000e+01, 1.417968750000000000e+01, 1.886718750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.273437500000000000e+00, 1.992187500000000000e+00, 1.792968750000000000e+00, 7.887835025787353516e+00
3.000000000000000000e+01, 2.027343750000000000e+01, 1.699218750000000000e+01, 2.929687500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.277343750000000000e+01, 2.449218750000000000e+01, 2.542968750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.777343750000000000e+01, 9.492187500000000000e+00, 1.042968750000000000e+00, 3.140119314193725586e-01
3.000000000000000000e+01, 9.023437500000000000e+00, 2.074218750000000000e+01, 2.167968750000000000e+00, 8.937045335769653320e-01
3.000000000000000000e+01, 2.402343750000000000e+01, 5.742187500000000000e+00, 6.679687500000000000e-01, 4.027307510375976562e+00
3.000000000000000000e+01, 1.523437500000000000e+00, 1.324218750000000000e+01, 2.917968750000000000e+00, 8.468362808227539062e+00
3.000000000000000000e+01, 1.652343750000000000e+01, 2.824218750000000000e+01, 1.417968750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.464843750000000000e+01, 7.617187500000000000e+00, 4.804687500000000000e-01, 2.134006977081298828e+00
3.000000000000000000e+01, 2.964843750000000000e+01, 2.261718750000000000e+01, 1.980468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.148437500000000000e+00, 1.511718750000000000e+01, 1.230468750000000000e+00, 2.676165819168090820e+00
3.000000000000000000e+01, 2.214843750000000000e+01, 1.171875000000000000e-01, 2.730468750000000000e+00, 9.855895996093750000e+00
3.000000000000000000e+01, 3.398437500000000000e+00, 2.636718750000000000e+01, 1.054687500000000000e-01, 6.316258430480957031e+00
3.000000000000000000e+01, 1.839843750000000000e+01, 1.136718750000000000e+01, 1.605468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.089843750000000000e+01, 3.867187500000000000e+00, 8.554687500000000000e-01, 5.920642375946044922e+00
3.000000000000000000e+01, 2.589843750000000000e+01, 1.886718750000000000e+01, 2.355468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.992187500000000000e+00, 9.960937500000000000e+00, 1.183593750000000000e+00, 7.827811717987060547e+00
3.000000000000000000e+01, 1.699218750000000000e+01, 2.496093750000000000e+01, 2.683593750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.492187500000000000e+00, 1.746093750000000000e+01, 4.335937500000000000e-01, 2.544370889663696289e-01
3.000000000000000000e+01, 2.449218750000000000e+01, 2.460937500000000000e+00, 1.933593750000000000e+00, 7.432988643646240234e+00
3.000000000000000000e+01, 1.324218750000000000e+01, 2.871093750000000000e+01, 8.085937500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.824218750000000000e+01, 1.371093750000000000e+01, 2.308593750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.742187500000000000e+00, 6.210937500000000000e+00, 5.859375000000000000e-02, 3.967955589294433594e+00
3.000000000000000000e+01, 2.074218750000000000e+01, 2.121093750000000000e+01, 1.558593750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.617187500000000000e+00, 5.859375000000000000e-01, 2.496093750000000000e+00, 9.363799095153808594e+00
3.000000000000000000e+01, 2.261718750000000000e+01, 1.558593750000000000e+01, 9.960937500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.171875000000000000e-01, 2.308593750000000000e+01, 1.746093750000000000e+00, 9.758204460144042969e+00
3.000000000000000000e+01, 1.511718750000000000e+01, 8.085937500000000000e+00, 2.460937500000000000e-01, 1.642429351806640625e+00
3.000000000000000000e+01, 3.867187500000000000e+00, 1.933593750000000000e+01, 2.871093750000000000e+00, 6.119930267333984375e+00
3.000000000000000000e+01, 1.886718750000000000e+01, 4.335937500000000000e+00, 1.371093750000000000e+00, 5.502491474151611328e+00
3.000000000000000000e+01, 1.136718750000000000e+01, 1.183593750000000000e+01, 2.121093750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.636718750000000000e+01, 2.683593750000000000e+01, 6.210937500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.230468750000000000e+01, 1.652343750000000000e+01, 1.523437500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.730468750000000000e+01, 1.523437500000000000e+00, 1.652343750000000000e+00, 8.342700958251953125e+00
3.000000000000000000e+01, 4.804687500000000000e+00, 9.023437500000000000e+00, 9.023437500000000000e-01, 4.987731456756591797e+00
3.000000000000000000e+01, 1.980468750000000000e+01, 2.402343750000000000e+01, 2.402343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.054687500000000000e+00, 5.273437500000000000e+00, 5.273437500000000000e-01, 8.701078414916992188e+00
3.000000000000000000e+01, 1.605468750000000000e+01, 2.027343750000000000e+01, 2.027343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.554687500000000000e+00, 2.777343750000000000e+01, 1.277343750000000000e+00, 1.274522185325622559e+00
3.000000000000000000e+01, 2.355468750000000000e+01, 1.277343750000000000e+01, 2.777343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.679687500000000000e+00, 2.589843750000000000e+01, 2.214843750000000000e+00, 3.242104291915893555e+00
3.000000000000000000e+01, 2.167968750000000000e+01, 1.089843750000000000e+01, 7.148437500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.417968750000000000e+01, 3.398437500000000000e+00, 2.964843750000000000e+00, 6.598047256469726562e+00
3.000000000000000000e+01, 2.917968750000000000e+01, 1.839843750000000000e+01, 1.464843750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.042968750000000000e+01, 1.464843750000000000e+01, 1.839843750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.542968750000000000e+01, 2.964843750000000000e+01, 3.398437500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.929687500000000000e+00, 2.214843750000000000e+01, 2.589843750000000000e+00, 7.029380798339843750e+00
3.000000000000000000e+01, 1.792968750000000000e+01, 7.148437500000000000e+00, 1.089843750000000000e+00, 2.662359714508056641e+00
3.000000000000000000e+01, 5.976562500000000000e+00, 2.191406250000000000e+01, 7.382812500000000000e-01, 3.799804210662841797e+00
3.000000000000000000e+01, 2.097656250000000000e+01, 6.914062500000000000e+00, 2.238281250000000000e+00, 3.010055065155029297e+00
3.000000000000000000e+01, 1.347656250000000000e+01, 1.441406250000000000e+01, 1.488281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.847656250000000000e+01, 2.941406250000000000e+01, 2.988281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.726562500000000000e+00, 3.164062500000000000e+00, 3.632812500000000000e-01, 6.575711250305175781e+00
3.000000000000000000e+01, 2.472656250000000000e+01, 1.816406250000000000e+01, 1.863281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.226562500000000000e+00, 2.566406250000000000e+01, 1.113281250000000000e+00, 7.586534500122070312e+00
3.000000000000000000e+01, 1.722656250000000000e+01, 1.066406250000000000e+01, 2.613281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.160156250000000000e+01, 2.753906250000000000e+01, 1.675781250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.660156250000000000e+01, 1.253906250000000000e+01, 1.757812500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 4.101562500000000000e+00, 5.039062500000000000e+00, 2.425781250000000000e+00, 5.841180324554443359e+00
3.000000000000000000e+01, 1.910156250000000000e+01, 2.003906250000000000e+01, 9.257812500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 3.515625000000000000e-01, 8.789062500000000000e+00, 2.050781250000000000e+00, 9.553964614868164062e+00
3.000000000000000000e+01, 1.535156250000000000e+01, 2.378906250000000000e+01, 5.507812500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 7.851562500000000000e+00, 1.628906250000000000e+01, 2.800781250000000000e+00, 2.128535509109497070e+00
3.000000000000000000e+01, 2.285156250000000000e+01, 1.289062500000000000e+00, 1.300781250000000000e+00, 8.542450904846191406e+00
3.000000000000000000e+01, 8.789062500000000000e+00, 1.160156250000000000e+01, 1.019531250000000000e+00, 1.014838814735412598e+00
3.000000000000000000e+01, 2.378906250000000000e+01, 2.660156250000000000e+01, 2.519531250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.289062500000000000e+00, 1.910156250000000000e+01, 2.695312500000000000e-01, 8.441584587097167969e+00
3.000000000000000000e+01, 1.628906250000000000e+01, 4.101562500000000000e+00, 1.769531250000000000e+00, 5.776144504547119141e+00
3.000000000000000000e+01, 5.039062500000000000e+00, 2.285156250000000000e+01, 1.394531250000000000e+00, 4.801672458648681641e+00
3.000000000000000000e+01, 2.003906250000000000e+01, 7.851562500000000000e+00, 2.894531250000000000e+00, 2.137896299362182617e+00
3.000000000000000000e+01, 1.253906250000000000e+01, 3.515625000000000000e-01, 6.445312500000000000e-01, 9.415642738342285156e+00
3.000000000000000000e+01, 2.753906250000000000e+01, 1.535156250000000000e+01, 2.144531250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.164062500000000000e+00, 5.976562500000000000e+00, 2.707031250000000000e+00, 6.806683540344238281e+00
