# time, 1st underlying asset price, 2nd underlying asset price, 3rd underlying asset price, price
3.000000000000000000e+01, 2.783203125000000000e+00, 1.350585937500000000e+01, 2.135742187500000000e+00, 7.130743503570556641e+00
3.000000000000000000e+01, 1.778320312500000000e+01, 2.850585937500000000e+01, 6.357421875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.028320312500000000e+01, 2.100585937500000000e+01, 2.885742187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.528320312500000000e+01, 6.005859375000000000e+00, 1.385742187500000000e+00, 3.834010839462280273e+00
3.000000000000000000e+01, 1.403320312500000000e+01, 2.475585937500000000e+01, 1.760742187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.903320312500000000e+01, 9.755859375000000000e+00, 2.607421875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 6.533203125000000000e+00, 2.255859375000000000e+00, 2.510742187500000000e+00, 7.695334434509277344e+00
3.000000000000000000e+01, 2.153320312500000000e+01, 1.725585937500000000e+01, 1.010742187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.450195312500000000e+01, 1.209960937500000000e+01, 2.932617187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.950195312500000000e+01, 2.709960937500000000e+01, 1.432617187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.001953125000000000e+00, 1.959960937500000000e+01, 2.182617187500000000e+00, 2.916641712188720703e+00
3.000000000000000000e+01, 2.200195312500000000e+01, 4.599609375000000000e+00, 6.826171875000000000e-01, 5.171316623687744141e+00
3.000000000000000000e+01, 3.251953125000000000e+00, 2.334960937500000000e+01, 2.557617187500000000e+00, 6.703906536102294922e+00
3.000000000000000000e+01, 1.825195312500000000e+01, 8.349609375000000000e+00, 1.057617187500000000e+00, 1.458026647567749023e+00
3.000000000000000000e+01, 1.075195312500000000e+01, 8.496093750000000000e-01, 1.807617187500000000e+00, 9.031860351562500000e+00
3.000000000000000000e+01, 2.575195312500000000e+01, 1.584960937500000000e+01, 3.076171875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.126953125000000000e+00, 6.474609375000000000e+00, 8.701171875000000000e-01, 4.662310600280761719e+00
3.000000000000000000e+01, 2.012695312500000000e+01, 2.147460937500000000e+01, 2.370117187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.262695312500000000e+01, 2.897460937500000000e+01, 1.201171875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.762695312500000000e+01, 1.397460937500000000e+01, 1.620117187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.876953125000000000e+00, 1.772460937500000000e+01, 1.245117187500000000e+00, 9.490894079208374023e-01
3.000000000000000000e+01, 2.387695312500000000e+01, 2.724609375000000000e+00, 2.745117187500000000e+00, 7.249934673309326172e+00
3.000000000000000000e+01, 1.376953125000000000e+00, 1.022460937500000000e+01, 4.951171875000000000e-01, 8.375669479370117188e+00
3.000000000000000000e+01, 1.637695312500000000e+01, 2.522460937500000000e+01, 1.995117187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.394531250000000000e-01, 2.241210937500000000e+01, 1.713867187500000000e+00, 9.432757377624511719e+00
3.000000000000000000e+01, 1.543945312500000000e+01, 7.412109375000000000e+00, 2.138671875000000000e-01, 2.313122749328613281e+00
3.000000000000000000e+01, 7.939453125000000000e+00, 1.491210937500000000e+01, 2.463867187500000000e+00, 2.007076978683471680e+00
3.000000000000000000e+01, 2.293945312500000000e+01, 2.991210937500000000e+01, 9.638671875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.168945312500000000e+01, 3.662109375000000000e+00, 2.088867187500000000e+00, 6.247190952301025391e+00
3.000000000000000000e+01, 2.668945312500000000e+01, 1.866210937500000000e+01, 5.888671875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 4.189453125000000000e+00, 2.616210937500000000e+01, 2.838867187500000000e+00, 5.794446468353271484e+00
3.000000000000000000e+01, 1.918945312500000000e+01, 1.116210937500000000e+01, 1.338867187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.814453125000000000e+00, 2.803710937500000000e+01, 4.013671875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.481445312500000000e+01, 1.303710937500000000e+01, 1.901367187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.314453125000000000e+00, 5.537109375000000000e+00, 1.151367187500000000e+00, 7.502381801605224609e+00
3.000000000000000000e+01, 1.731445312500000000e+01, 2.053710937500000000e+01, 2.651367187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.064453125000000000e+00, 9.287109375000000000e+00, 2.636718750000000000e-02, 3.642561435699462891e+00
3.000000000000000000e+01, 2.106445312500000000e+01, 2.428710937500000000e+01, 1.526367187500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.356445312500000000e+01, 1.678710937500000000e+01, 7.763671875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.856445312500000000e+01, 1.787109375000000000e+00, 2.276367187500000000e+00, 8.140788078308105469e+00
3.000000000000000000e+01, 1.051757812500000000e+01, 1.608398437500000000e+01, 1.877929687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.551757812500000000e+01, 1.083984375000000000e+00, 3.779296875000000000e-01, 8.657216072082519531e+00
3.000000000000000000e+01, 3.017578125000000000e+00, 8.583984375000000000e+00, 2.627929687500000000e+00, 6.945283889770507812e+00
3.000000000000000000e+01, 1.801757812500000000e+01, 2.358398437500000000e+01, 1.127929687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.767578125000000000e+00, 4.833984375000000000e+00, 1.502929687500000000e+00, 5.017423629760742188e+00
3.000000000000000000e+01, 2.176757812500000000e+01, 1.983398437500000000e+01, 2.929687500000000000e-03, 0.000000000000000000e+00
3.000000000000000000e+01, 1.426757812500000000e+01, 2.733398437500000000e+01, 2.252929687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.926757812500000000e+01, 1.233398437500000000e+01, 7.529296875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.142578125000000000e+00, 2.545898437500000000e+01, 1.904296875000000000e-01, 8.580374717712402344e+00
3.000000000000000000e+01, 1.614257812500000000e+01, 1.045898437500000000e+01, 1.690429687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.642578125000000000e+00, 2.958984375000000000e+00, 9.404296875000000000e-01, 6.837164878845214844e+00
3.000000000000000000e+01, 2.364257812500000000e+01, 1.795898437500000000e+01, 2.440429687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.239257812500000000e+01, 1.420898437500000000e+01, 5.654296875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.739257812500000000e+01, 2.920898437500000000e+01, 2.065429687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.892578125000000000e+00, 2.170898437500000000e+01, 1.315429687500000000e+00, 4.940375804901123047e+00
3.000000000000000000e+01, 1.989257812500000000e+01, 6.708984375000000000e+00, 2.815429687500000000e+00, 3.272575616836547852e+00
3.000000000000000000e+01, 3.955078125000000000e+00, 9.521484375000000000e+00, 2.346679687500000000e+00, 5.979802608489990234e+00
3.000000000000000000e+01, 1.895507812500000000e+01, 2.452148437500000000e+01, 8.466796875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.145507812500000000e+01, 1.702148437500000000e+01, 1.596679687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.645507812500000000e+01, 2.021484375000000000e+00, 9.667968750000000000e-02, 7.692357540130615234e+00
3.000000000000000000e+01, 7.705078125000000000e+00, 2.827148437500000000e+01, 2.721679687500000000e+00, 2.267128467559814453e+00
3.000000000000000000e+01, 2.270507812500000000e+01, 1.327148437500000000e+01, 1.221679687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.050781250000000000e-01, 5.771484375000000000e+00, 1.971679687500000000e+00, 9.692616462707519531e+00
3.000000000000000000e+01, 1.520507812500000000e+01, 2.077148437500000000e+01, 4.716796875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.333007812500000000e+01, 1.464843750000000000e-01, 1.409179687500000000e+00, 9.695692062377929688e+00
3.000000000000000000e+01, 2.833007812500000000e+01, 1.514648437500000000e+01, 2.909179687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.830078125000000000e+00, 2.264648437500000000e+01, 6.591796875000000000e-01, 3.938558340072631836e+00
3.000000000000000000e+01, 2.083007812500000000e+01, 7.646484375000000000e+00, 2.159179687500000000e+00, 2.269786119461059570e+00
3.000000000000000000e+01, 2.080078125000000000e+00, 1.889648437500000000e+01, 1.034179687500000000e+00, 7.725259304046630859e+00
3.000000000000000000e+01, 1.708007812500000000e+01, 3.896484375000000000e+00, 2.534179687500000000e+00, 6.057042121887207031e+00
3.000000000000000000e+01, 9.580078125000000000e+00, 1.139648437500000000e+01, 2.841796875000000000e-01, 1.519945263862609863e-01
3.000000000000000000e+01, 2.458007812500000000e+01, 2.639648437500000000e+01, 1.784179687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.486328125000000000e+00, 2.490234375000000000e+00, 6.123046875000000000e-01, 7.273824214935302734e+00
3.000000000000000000e+01, 1.848632812500000000e+01, 1.749023437500000000e+01, 2.112304687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.098632812500000000e+01, 2.499023437500000000e+01, 1.362304687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.598632812500000000e+01, 9.990234375000000000e+00, 2.862304687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.473632812500000000e+01, 2.124023437500000000e+01, 2.373046875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.973632812500000000e+01, 6.240234375000000000e+00, 1.737304687500000000e+00, 3.634289979934692383e+00
3.000000000000000000e+01, 7.236328125000000000e+00, 1.374023437500000000e+01, 9.873046875000000000e-01, 2.564414262771606445e+00
3.000000000000000000e+01, 2.223632812500000000e+01, 2.874023437500000000e+01, 2.487304687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.111328125000000000e+00, 8.115234375000000000e+00, 1.549804687500000000e+00, 1.740792512893676758e+00
3.000000000000000000e+01, 2.411132812500000000e+01, 2.311523437500000000e+01, 4.980468750000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 1.611328125000000000e+00, 1.561523437500000000e+01, 2.299804687500000000e+00, 8.318897247314453125e+00
3.000000000000000000e+01, 1.661132812500000000e+01, 6.152343750000000000e-01, 7.998046875000000000e-01, 9.167148590087890625e+00
3.000000000000000000e+01, 5.361328125000000000e+00, 2.686523437500000000e+01, 1.924804687500000000e+00, 4.531728267669677734e+00
3.000000000000000000e+01, 2.036132812500000000e+01, 1.186523437500000000e+01, 4.248046875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.286132812500000000e+01, 4.365234375000000000e+00, 2.674804687500000000e+00, 5.602298736572265625e+00
3.000000000000000000e+01, 2.786132812500000000e+01, 1.936523437500000000e+01, 1.174804687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.192382812500000000e+01, 2.405273437500000000e+01, 1.081054687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.692382812500000000e+01, 9.052734375000000000e+00, 2.581054687500000000e+00, 9.054587483406066895e-01
3.000000000000000000e+01, 4.423828125000000000e+00, 1.552734375000000000e+00, 3.310546875000000000e-01, 8.183900833129882812e+00
3.000000000000000000e+01, 1.942382812500000000e+01, 1.655273437500000000e+01, 1.831054687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.738281250000000000e-01, 1.280273437500000000e+01, 1.456054687500000000e+00, 9.172963142395019531e+00
3.000000000000000000e+01, 1.567382812500000000e+01, 2.780273437500000000e+01, 2.956054687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.173828125000000000e+00, 2.030273437500000000e+01, 7.060546875000000000e-01, 1.599388480186462402e+00
3.000000000000000000e+01, 2.317382812500000000e+01, 5.302734375000000000e+00, 2.206054687500000000e+00, 4.618185520172119141e+00
3.000000000000000000e+01, 6.298828125000000000e+00, 1.842773437500000000e+01, 2.768554687500000000e+00, 3.678054094314575195e+00
3.000000000000000000e+01, 2.129882812500000000e+01, 3.427734375000000000e+00, 1.268554687500000000e+00, 6.400611400604248047e+00
3.000000000000000000e+01, 1.379882812500000000e+01, 1.092773437500000000e+01, 2.018554687500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.879882812500000000e+01, 2.592773437500000000e+01, 5.185546875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.004882812500000000e+01, 7.177734375000000000e+00, 2.393554687500000000e+00, 2.761804580688476562e+00
3.000000000000000000e+01, 2.504882812500000000e+01, 2.217773437500000000e+01, 8.935546875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.548828125000000000e+00, 2.967773437500000000e+01, 1.643554687500000000e+00, 7.316442966461181641e+00
3.000000000000000000e+01, 1.754882812500000000e+01, 1.467773437500000000e+01, 1.435546875000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.250976562500000000e+01, 5.888671875000000000e+00, 1.866210937500000000e+00, 3.998589515686035156e+00
3.000000000000000000e+01, 2.750976562500000000e+01, 2.088867187500000000e+01, 3.662109375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.009765625000000000e+00, 2.838867187500000000e+01, 2.616210937500000000e+00, 4.951929092407226562e+00
3.000000000000000000e+01, 2.000976562500000000e+01, 1.338867187500000000e+01, 1.116210937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.259765625000000000e+00, 1.713867187500000000e+01, 2.241210937500000000e+00, 8.664642333984375000e+00
3.000000000000000000e+01, 1.625976562500000000e+01, 2.138671875000000000e+00, 7.412109375000000000e-01, 7.637981414794921875e+00
3.000000000000000000e+01, 8.759765625000000000e+00, 9.638671875000000000e+00, 2.991210937500000000e+00, 1.239355564117431641e+00
3.000000000000000000e+01, 2.375976562500000000e+01, 2.463867187500000000e+01, 1.491210937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.884765625000000000e+00, 1.151367187500000000e+01, 5.537109375000000000e-01, 2.873573303222656250e+00
3.000000000000000000e+01, 2.188476562500000000e+01, 2.651367187500000000e+01, 2.053710937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.438476562500000000e+01, 1.901367187500000000e+01, 1.303710937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.938476562500000000e+01, 4.013671875000000000e+00, 2.803710937500000000e+00, 5.966718673706054688e+00
3.000000000000000000e+01, 1.063476562500000000e+01, 2.276367187500000000e+01, 1.787109375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.563476562500000000e+01, 7.763671875000000000e+00, 1.678710937500000000e+00, 2.105068206787109375e+00
3.000000000000000000e+01, 3.134765625000000000e+00, 2.636718750000000000e-01, 9.287109375000000000e-01, 9.531329154968261719e+00
3.000000000000000000e+01, 1.813476562500000000e+01, 1.526367187500000000e+01, 2.428710937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.197265625000000000e+00, 2.745117187500000000e+01, 2.897460937500000000e+00, 7.792485713958740234e+00
3.000000000000000000e+01, 1.719726562500000000e+01, 1.245117187500000000e+01, 1.397460937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.697265625000000000e+00, 4.951171875000000000e+00, 2.147460937500000000e+00, 4.963936805725097656e+00
3.000000000000000000e+01, 2.469726562500000000e+01, 1.995117187500000000e+01, 6.474609375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.344726562500000000e+01, 8.701171875000000000e+00, 2.522460937500000000e+00, 1.251188039779663086e+00
3.000000000000000000e+01, 2.844726562500000000e+01, 2.370117187500000000e+01, 1.022460937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.947265625000000000e+00, 1.620117187500000000e+01, 1.772460937500000000e+00, 3.930730819702148438e+00
3.000000000000000000e+01, 2.094726562500000000e+01, 1.201171875000000000e+00, 2.724609375000000000e-01, 8.529760360717773438e+00
3.000000000000000000e+01, 7.822265625000000000e+00, 2.182617187500000000e+01, 8.349609375000000000e-01, 1.963557362556457520e+00
3.000000000000000000e+01, 2.282226562500000000e+01, 6.826171875000000000e+00, 2.334960937500000000e+00, 3.107544898986816406e+00
3.000000000000000000e+01, 3.222656250000000000e-01, 1.432617187500000000e+01, 8.496093750000000000e-02, 9.390438079833984375e+00
3.000000000000000000e+01, 1.532226562500000000e+01, 2.932617187500000000e+01, 1.584960937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.072265625000000000e+00, 3.076171875000000000e+00, 1.209960937500000000e+00, 6.746417045593261719e+00
3.000000000000000000e+01, 1.907226562500000000e+01, 1.807617187500000000e+01, 2.709960937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.157226562500000000e+01, 2.557617187500000000e+01, 4.599609375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.657226562500000000e+01, 1.057617187500000000e+01, 1.959960937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.478515625000000000e+00, 2.041992187500000000e+01, 1.318359375000000000e-01, 4.238741874694824219e+00
3.000000000000000000e+01, 2.047851562500000000e+01, 5.419921875000000000e+00, 1.631835937500000000e+00, 4.444193363189697266e+00
3.000000000000000000e+01, 1.297851562500000000e+01, 1.291992187500000000e+01, 8.818359375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.797851562500000000e+01, 2.791992187500000000e+01, 2.381835937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.228515625000000000e+00, 1.669921875000000000e+00, 5.068359375000000000e-01, 8.083844184875488281e+00
3.000000000000000000e+01, 2.422851562500000000e+01, 1.666992187500000000e+01, 2.006835937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.728515625000000000e+00, 2.416992187500000000e+01, 1.256835937500000000e+00, 8.098678588867187500e+00
3.000000000000000000e+01, 1.672851562500000000e+01, 9.169921875000000000e+00, 2.756835937500000000e+00, 8.057912588119506836e-01
3.000000000000000000e+01, 1.485351562500000000e+01, 2.979492187500000000e+01, 2.194335937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.985351562500000000e+01, 1.479492187500000000e+01, 6.943359375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 7.353515625000000000e+00, 7.294921875000000000e+00, 2.944335937500000000e+00, 2.699513196945190430e+00
3.000000000000000000e+01, 2.235351562500000000e+01, 2.229492187500000000e+01, 1.444335937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.603515625000000000e+00, 1.104492187500000000e+01, 1.819335937500000000e+00, 6.279112339019775391e+00
3.000000000000000000e+01, 1.860351562500000000e+01, 2.604492187500000000e+01, 3.193359375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.110351562500000000e+01, 1.854492187500000000e+01, 2.569335937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.610351562500000000e+01, 3.544921875000000000e+00, 1.069335937500000000e+00, 6.263863563537597656e+00
3.000000000000000000e+01, 1.016601562500000000e+01, 1.385742187500000000e+01, 1.163085937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.516601562500000000e+01, 2.885742187500000000e+01, 2.663085937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.666015625000000000e+00, 2.135742187500000000e+01, 4.130859375000000000e-01, 7.078610420227050781e+00
3.000000000000000000e+01, 1.766601562500000000e+01, 6.357421875000000000e+00, 1.913085937500000000e+00, 3.534475326538085938e+00
3.000000000000000000e+01, 6.416015625000000000e+00, 2.510742187500000000e+01, 7.880859375000000000e-01, 3.365221261978149414e+00
3.000000000000000000e+01, 2.141601562500000000e+01, 1.010742187500000000e+01, 2.288085937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.391601562500000000e+01, 2.607421875000000000e+00, 3.808593750000000000e-02, 7.100730419158935547e+00
3.000000000000000000e+01, 2.891601562500000000e+01, 1.760742187500000000e+01, 1.538085937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.910156250000000000e-01, 4.482421875000000000e+00, 2.475585937500000000e+00, 9.156680107116699219e+00
3.000000000000000000e+01, 1.579101562500000000e+01, 1.948242187500000000e+01, 9.755859375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 8.291015625000000000e+00, 2.698242187500000000e+01, 1.725585937500000000e+00, 1.582351565361022949e+00
3.000000000000000000e+01, 2.329101562500000000e+01, 1.198242187500000000e+01, 2.255859375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.204101562500000000e+01, 1.573242187500000000e+01, 2.850585937500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.704101562500000000e+01, 7.324218750000000000e-01, 1.350585937500000000e+00, 9.103989601135253906e+00
3.000000000000000000e+01, 4.541015625000000000e+00, 8.232421875000000000e+00, 2.100585937500000000e+00, 5.369446277618408203e+00
3.000000000000000000e+01, 1.954101562500000000e+01, 2.323242187500000000e+01, 6.005859375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.494140625000000000e+00, 7.529296875000000000e+00, 9.521484375000000000e-01, 8.303156852722167969e+00
3.000000000000000000e+01, 1.649414062500000000e+01, 2.252929687500000000e+01, 2.452148437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.994140625000000000e+00, 1.502929687500000000e+01, 2.021484375000000000e-01, 7.299519777297973633e-01
3.000000000000000000e+01, 2.399414062500000000e+01, 2.929687500000000000e-02, 1.702148437500000000e+00, 9.841756820678710938e+00
3.000000000000000000e+01, 1.274414062500000000e+01, 2.627929687500000000e+01, 1.327148437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.774414062500000000e+01, 1.127929687500000000e+01, 2.827148437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.244140625000000000e+00, 3.779296875000000000e+00, 5.771484375000000000e-01, 5.981329441070556641e+00
3.000000000000000000e+01, 2.024414062500000000e+01, 1.877929687500000000e+01, 2.077148437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.086914062500000000e+01, 1.904296875000000000e+00, 2.639648437500000000e+00, 8.059732437133789062e+00
3.000000000000000000e+01, 2.586914062500000000e+01, 1.690429687500000000e+01, 1.139648437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.369140625000000000e+00, 2.440429687500000000e+01, 1.889648437500000000e+00, 6.520438194274902344e+00
3.000000000000000000e+01, 1.836914062500000000e+01, 9.404296875000000000e+00, 3.896484375000000000e-01, 3.380454778671264648e-01
3.000000000000000000e+01, 7.119140625000000000e+00, 2.065429687500000000e+01, 2.264648437500000000e+00, 2.807593822479248047e+00
3.000000000000000000e+01, 2.211914062500000000e+01, 5.654296875000000000e+00, 7.646484375000000000e-01, 4.124647617340087891e+00
3.000000000000000000e+01, 1.461914062500000000e+01, 1.315429687500000000e+01, 1.514648437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.961914062500000000e+01, 2.815429687500000000e+01, 1.464843750000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 1.368164062500000000e+01, 1.784179687500000000e+01, 6.708984375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.868164062500000000e+01, 2.841796875000000000e+00, 2.170898437500000000e+00, 7.075635910034179688e+00
3.000000000000000000e+01, 6.181640625000000000e+00, 1.034179687500000000e+01, 1.420898437500000000e+00, 3.661689519882202148e+00
3.000000000000000000e+01, 2.118164062500000000e+01, 2.534179687500000000e+01, 2.920898437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.431640625000000000e+00, 6.591796875000000000e+00, 2.958984375000000000e-01, 7.301572799682617188e+00
3.000000000000000000e+01, 1.743164062500000000e+01, 2.159179687500000000e+01, 1.795898437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.931640625000000000e+00, 2.909179687500000000e+01, 1.045898437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.493164062500000000e+01, 1.409179687500000000e+01, 2.545898437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.306640625000000000e+00, 2.346679687500000000e+01, 1.608398437500000000e+00, 5.555162906646728516e+00
3.000000000000000000e+01, 1.930664062500000000e+01, 8.466796875000000000e+00, 1.083984375000000000e-01, 1.248183608055114746e+00
3.000000000000000000e+01, 1.180664062500000000e+01, 9.667968750000000000e-01, 2.358398437500000000e+00, 8.969248771667480469e+00
3.000000000000000000e+01, 2.680664062500000000e+01, 1.596679687500000000e+01, 8.583984375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 8.056640625000000000e+00, 1.221679687500000000e+01, 1.983398437500000000e+00, 1.842214226722717285e+00
3.000000000000000000e+01, 2.305664062500000000e+01, 2.721679687500000000e+01, 4.833984375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.566406250000000000e-01, 1.971679687500000000e+01, 2.733398437500000000e+00, 9.416734695434570312e+00
3.000000000000000000e+01, 1.555664062500000000e+01, 4.716796875000000000e+00, 1.233398437500000000e+00, 5.108094215393066406e+00
3.000000000000000000e+01, 8.525390625000000000e+00, 2.581054687500000000e+01, 2.311523437500000000e+00, 1.405998229980468750e+00
3.000000000000000000e+01, 2.352539062500000000e+01, 1.081054687500000000e+01, 8.115234375000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.025390625000000000e+00, 3.310546875000000000e+00, 1.561523437500000000e+00, 8.831790924072265625e+00
3.000000000000000000e+01, 1.602539062500000000e+01, 1.831054687500000000e+01, 6.152343750000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 4.775390625000000000e+00, 1.456054687500000000e+01, 2.686523437500000000e+00, 5.193310737609863281e+00
3.000000000000000000e+01, 1.977539062500000000e+01, 2.956054687500000000e+01, 1.186523437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.227539062500000000e+01, 2.206054687500000000e+01, 1.936523437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.727539062500000000e+01, 7.060546875000000000e+00, 4.365234375000000000e-01, 2.686363220214843750e+00
3.000000000000000000e+01, 2.900390625000000000e+00, 1.643554687500000000e+01, 1.374023437500000000e+00, 6.938326358795166016e+00
3.000000000000000000e+01, 1.790039062500000000e+01, 1.435546875000000000e+00, 2.874023437500000000e+00, 8.551863670349121094e+00
3.000000000000000000e+01, 1.040039062500000000e+01, 8.935546875000000000e+00, 6.240234375000000000e-01, 8.296558856964111328e-01
3.000000000000000000e+01, 2.540039062500000000e+01, 2.393554687500000000e+01, 2.124023437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.415039062500000000e+01, 5.185546875000000000e+00, 9.990234375000000000e-01, 4.616343975067138672e+00
3.000000000000000000e+01, 2.915039062500000000e+01, 2.018554687500000000e+01, 2.499023437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.650390625000000000e+00, 2.768554687500000000e+01, 2.490234375000000000e-01, 3.078261137008666992e+00
3.000000000000000000e+01, 2.165039062500000000e+01, 1.268554687500000000e+01, 1.749023437500000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.712890625000000000e+00, 4.980468750000000000e-01, 2.030273437500000000e+00, 9.405448913574218750e+00
3.000000000000000000e+01, 2.071289062500000000e+01, 1.549804687500000000e+01, 5.302734375000000000e-01, 0.000000000000000000e+00
