# time, 1st underlying asset price, 2nd underlying asset price, price
3.000000000000000000e+01, 1.617187500000000000e+01, 2.695312500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.671875000000000000e+00, 1.945312500000000000e+00, 1.223210453987121582e+00
3.000000000000000000e+01, 2.367187500000000000e+01, 4.453125000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.242187500000000000e+01, 2.320312500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.742187500000000000e+01, 8.203125000000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 4.921875000000000000e+00, 7.031250000000000000e-02, 4.789406299591064453e+00
3.000000000000000000e+01, 1.992187500000000000e+01, 1.570312500000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.960937500000000000e+00, 2.355468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.496093750000000000e+01, 8.554687500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.460937500000000000e+00, 1.054687500000000000e-01, 7.253758430480957031e+00
3.000000000000000000e+01, 1.746093750000000000e+01, 1.605468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.210937500000000000e+00, 1.230468750000000000e+00, 3.613665819168090820e+00
3.000000000000000000e+01, 2.121093750000000000e+01, 2.730468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.371093750000000000e+01, 1.980468750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.871093750000000000e+01, 4.804687500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.859375000000000000e-01, 1.792968750000000000e+00, 9.294084548950195312e+00
3.000000000000000000e+01, 1.558593750000000000e+01, 2.929687500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 8.085937500000000000e+00, 1.042968750000000000e+00, 1.720261931419372559e+00
3.000000000000000000e+01, 2.308593750000000000e+01, 2.542968750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.183593750000000000e+01, 6.679687500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.683593750000000000e+01, 2.167968750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.335937500000000000e+00, 2.917968750000000000e+00, 5.655862808227539062e+00
3.000000000000000000e+01, 1.933593750000000000e+01, 1.417968750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.273437500000000000e+00, 1.992187500000000000e-01, 4.450370311737060547e+00
3.000000000000000000e+01, 2.027343750000000000e+01, 1.699218750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.277343750000000000e+01, 2.449218750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.777343750000000000e+01, 9.492187500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 9.023437500000000000e+00, 2.074218750000000000e+00, 8.844115734100341797e-01
3.000000000000000000e+01, 2.402343750000000000e+01, 5.742187500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.523437500000000000e+00, 1.324218750000000000e+00, 8.310380935668945312e+00
3.000000000000000000e+01, 1.652343750000000000e+01, 2.824218750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.464843750000000000e+01, 7.617187500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.964843750000000000e+01, 2.261718750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.148437500000000000e+00, 1.511718750000000000e+00, 2.703836441040039062e+00
3.000000000000000000e+01, 2.214843750000000000e+01, 1.171875000000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 3.398437500000000000e+00, 2.636718750000000000e+00, 6.565300464630126953e+00
3.000000000000000000e+01, 1.839843750000000000e+01, 1.136718750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.089843750000000000e+01, 3.867187500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.589843750000000000e+01, 1.886718750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.992187500000000000e+00, 9.960937500000000000e-01, 7.809416294097900391e+00
3.000000000000000000e+01, 1.699218750000000000e+01, 2.496093750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.492187500000000000e+00, 1.746093750000000000e+00, 3.832047283649444580e-01
3.000000000000000000e+01, 2.449218750000000000e+01, 2.460937500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.324218750000000000e+01, 2.871093750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.824218750000000000e+01, 1.371093750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.742187500000000000e+00, 6.210937500000000000e-01, 4.022729396820068359e+00
3.000000000000000000e+01, 2.074218750000000000e+01, 2.121093750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.617187500000000000e+00, 5.859375000000000000e-02, 2.092955589294433594e+00
3.000000000000000000e+01, 2.261718750000000000e+01, 1.558593750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.171875000000000000e-01, 2.308593750000000000e+00, 9.813910484313964844e+00
3.000000000000000000e+01, 1.511718750000000000e+01, 8.085937500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 3.867187500000000000e+00, 1.933593750000000000e+00, 6.026738643646240234e+00
3.000000000000000000e+01, 1.886718750000000000e+01, 4.335937500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.136718750000000000e+01, 1.183593750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.636718750000000000e+01, 2.683593750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.230468750000000000e+01, 1.652343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.730468750000000000e+01, 1.523437500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 4.804687500000000000e+00, 9.023437500000000000e-01, 4.987731456756591797e+00
3.000000000000000000e+01, 1.980468750000000000e+01, 2.402343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.054687500000000000e+00, 5.273437500000000000e-01, 8.701078414916992188e+00
3.000000000000000000e+01, 1.605468750000000000e+01, 2.027343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.554687500000000000e+00, 2.777343750000000000e+00, 1.423071622848510742e+00
3.000000000000000000e+01, 2.355468750000000000e+01, 1.277343750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.679687500000000000e+00, 2.589843750000000000e+00, 3.279380798339843750e+00
3.000000000000000000e+01, 2.167968750000000000e+01, 1.089843750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.417968750000000000e+01, 3.398437500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.917968750000000000e+01, 1.839843750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.042968750000000000e+01, 1.464843750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.542968750000000000e+01, 2.964843750000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.929687500000000000e+00, 2.214843750000000000e+00, 6.992104530334472656e+00
3.000000000000000000e+01, 1.792968750000000000e+01, 7.148437500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.976562500000000000e+00, 2.191406250000000000e+00, 3.942904233932495117e+00
3.000000000000000000e+01, 2.097656250000000000e+01, 6.914062500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.347656250000000000e+01, 1.441406250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.847656250000000000e+01, 2.941406250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.726562500000000000e+00, 3.164062500000000000e-01, 8.646966889500617981e-03
3.000000000000000000e+01, 2.472656250000000000e+01, 1.816406250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.226562500000000000e+00, 2.566406250000000000e+00, 7.730172157287597656e+00
3.000000000000000000e+01, 1.722656250000000000e+01, 1.066406250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.160156250000000000e+01, 2.753906250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.660156250000000000e+01, 1.253906250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.101562500000000000e+00, 5.039062500000000000e-01, 5.651917457580566406e+00
3.000000000000000000e+01, 1.910156250000000000e+01, 2.003906250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.515625000000000000e-01, 8.789062500000000000e-01, 9.438561439514160156e+00
3.000000000000000000e+01, 1.535156250000000000e+01, 2.378906250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.851562500000000000e+00, 1.628906250000000000e+00, 2.012263774871826172e+00
3.000000000000000000e+01, 2.285156250000000000e+01, 1.289062500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 8.789062500000000000e+00, 1.160156250000000000e+00, 1.028635263442993164e+00
3.000000000000000000e+01, 2.378906250000000000e+01, 2.660156250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.289062500000000000e+00, 1.910156250000000000e+00, 8.602544784545898438e+00
3.000000000000000000e+01, 1.628906250000000000e+01, 4.101562500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.039062500000000000e+00, 2.285156250000000000e+00, 4.889708042144775391e+00
3.000000000000000000e+01, 2.003906250000000000e+01, 7.851562500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.253906250000000000e+01, 3.515625000000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 2.753906250000000000e+01, 1.535156250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.164062500000000000e+00, 5.976562500000000000e-01, 6.598565578460693359e+00
3.000000000000000000e+01, 1.816406250000000000e+01, 2.097656250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.066406250000000000e+01, 2.847656250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.566406250000000000e+01, 1.347656250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.441406250000000000e+01, 1.722656250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.941406250000000000e+01, 2.226562500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 6.914062500000000000e+00, 9.726562500000000000e-01, 2.885244369506835938e+00
3.000000000000000000e+01, 2.191406250000000000e+01, 2.472656250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.394531250000000000e+01, 4.570312500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.894531250000000000e+01, 1.957031250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 6.445312500000000000e+00, 2.707031250000000000e+00, 3.525433540344238281e+00
3.000000000000000000e+01, 2.144531250000000000e+01, 1.207031250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.695312500000000000e+00, 1.582031250000000000e+00, 7.163891315460205078e+00
3.000000000000000000e+01, 1.769531250000000000e+01, 8.203125000000000000e-02, 0.000000000000000000e+00
3.000000000000000000e+01, 1.019531250000000000e+01, 8.320312500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.519531250000000000e+01, 2.332031250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 4.570312500000000000e+00, 1.394531250000000000e+00, 5.270422458648681641e+00
3.000000000000000000e+01, 1.957031250000000000e+01, 2.894531250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.207031250000000000e+01, 2.144531250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.707031250000000000e+01, 6.445312500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 8.320312500000000000e+00, 2.519531250000000000e+00, 1.631755828857421875e+00
3.000000000000000000e+01, 2.332031250000000000e+01, 1.019531250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 8.203125000000000000e-01, 2.695312500000000000e-01, 8.910334587097167969e+00
3.000000000000000000e+01, 1.582031250000000000e+01, 1.769531250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.757812500000000000e+00, 2.988281250000000000e+00, 8.241015434265136719e+00
3.000000000000000000e+01, 1.675781250000000000e+01, 1.488281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.257812500000000000e+00, 7.382812500000000000e-01, 5.185541510581970215e-01
3.000000000000000000e+01, 2.425781250000000000e+01, 2.238281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.300781250000000000e+01, 1.113281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.800781250000000000e+01, 2.613281250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 5.507812500000000000e+00, 1.863281250000000000e+00, 4.379159450531005859e+00
3.000000000000000000e+01, 2.050781250000000000e+01, 3.632812500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.113281250000000000e+01, 2.050781250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.613281250000000000e+01, 5.507812500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 3.632812500000000000e+00, 1.300781250000000000e+00, 6.198701381683349609e+00
3.000000000000000000e+01, 1.863281250000000000e+01, 2.800781250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 7.382812500000000000e+00, 1.757812500000000000e-01, 2.338716506958007812e+00
3.000000000000000000e+01, 2.238281250000000000e+01, 1.675781250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.488281250000000000e+01, 2.425781250000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.988281250000000000e+01, 9.257812500000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 1.494140625000000000e+01, 1.962890625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.994140625000000000e+01, 4.628906250000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 7.441406250000000000e+00, 1.212890625000000000e+00, 2.381470203399658203e+00
3.000000000000000000e+01, 2.244140625000000000e+01, 2.712890625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 3.691406250000000000e+00, 8.789062500000000000e-02, 6.021582126617431641e+00
3.000000000000000000e+01, 1.869140625000000000e+01, 1.587890625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.119140625000000000e+01, 2.337890625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 2.619140625000000000e+01, 8.378906250000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 5.566406250000000000e+00, 2.900390625000000000e+00, 4.423637866973876953e+00
3.000000000000000000e+01, 2.056640625000000000e+01, 1.400390625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.306640625000000000e+01, 6.503906250000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 2.806640625000000000e+01, 2.150390625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 9.316406250000000000e+00, 1.025390625000000000e+00, 4.880695939064025879e-01
3.000000000000000000e+01, 2.431640625000000000e+01, 2.525390625000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+01, 1.816406250000000000e+00, 1.775390625000000000e+00, 8.061879158020019531e+00
3.000000000000000000e+01, 1.681640625000000000e+01, 2.753906250000000000e-01, 0.000000000000000000e+00
3.000000000000000000e+01, 8.789062500000000000e-01, 1.494140625000000000e+00, 8.971635818481445312e+00
